state,district_or_market,material,date,modal_price_inr_per_unit
Tamil Nadu,Salem,Wool,2026-09-01,1762.8
Tamil Nadu,Salem,Jute,2026-01-01,514.75
Tamil Nadu,Salem,Jute,2026-02-01,475.08
Tamil Nadu,Salem,Jute,2026-03-01,500.64
Tamil Nadu,Kanchipuram,Jute,2026-04-01,432.6
Tamil Nadu,Coimbatore,Jute,2026-05-01,505.61
Tamil Nadu,Madurai,Jute,2026-06-01,442.17
Tamil Nadu,Kanchipuram,Jute,2026-07-01,424.75
Tamil Nadu,Salem,Jute,2026-08-01,459.62
Tamil Nadu,Madurai,Jute,2026-09-01,463.47
Tamil Nadu,Coimbatore,Clay,2026-01-01,941.4
Tamil Nadu,Madurai,Clay,2026-02-01,989.66
Tamil Nadu,Madurai,Clay,2026-03-01,872.43
Tamil Nadu,Salem,Clay,2026-04-01,962.7
Tamil Nadu,Coimbatore,Clay,2026-05-01,963.54
Tamil Nadu,Kanchipuram,Clay,2026-06-01,871.34
Tamil Nadu,Kanchipuram,Clay,2026-07-01,924.06
Tamil Nadu,Madurai,Clay,2026-08-01,945.59
Tamil Nadu,Salem,Clay,2026-09-01,1016.94
Tamil Nadu,Salem,Wood,2026-01-01,1703.2
Tamil Nadu,Coimbatore,Wood,2026-02-01,1416.77
Tamil Nadu,Madurai,Wood,2026-03-01,1475.04
Tamil Nadu,Kanchipuram,Wood,2026-04-01,1641.41
Tamil Nadu,Salem,Wood,2026-05-01,1597.54
Tamil Nadu,Madurai,Wood,2026-06-01,1539.68
Tamil Nadu,Salem,Wood,2026-07-01,1666.72
Tamil Nadu,Kanchipuram,Wood,2026-08-01,1676.62
Tamil Nadu,Coimbatore,Wood,2026-09-01,1685.42
Tamil Nadu,Salem,Brass,2026-01-01,267.23
Tamil Nadu,Madurai,Brass,2026-02-01,284.95
Tamil Nadu,Coimbatore,Brass,2026-03-01,291.64
Tamil Nadu,Madurai,Brass,2026-04-01,268.86
Tamil Nadu,Madurai,Brass,2026-05-01,261.66
Tamil Nadu,Madurai,Brass,2026-06-01,274.61
Tamil Nadu,Coimbatore,Brass,2026-07-01,283.55
Tamil Nadu,Coimbatore,Brass,2026-08-01,274.82
Tamil Nadu,Salem,Brass,2026-09-01,260.01
Tamil Nadu,Salem,Silver-plated,2026-01-01,626.73
Tamil Nadu,Salem,Silver-plated,2026-02-01,643.46
Tamil Nadu,Madurai,Silver-plated,2026-03-01,589.52
Tamil Nadu,Salem,Silver-plated,2026-04-01,649.66
Tamil Nadu,Kanchipuram,Silver-plated,2026-05-01,691.02
Tamil Nadu,Salem,Silver-plated,2026-06-01,657.65
Tamil Nadu,Coimbatore,Silver-plated,2026-07-01,619.85
Tamil Nadu,Madurai,Silver-plated,2026-08-01,652.83
Tamil Nadu,Kanchipuram,Silver-plated,2026-09-01,668.04
Tamil Nadu,Salem,Bamboo,2026-01-01,632.71
Tamil Nadu,Kanchipuram,Bamboo,2026-02-01,626.2
Tamil Nadu,Madurai,Bamboo,2026-03-01,558.16
Tamil Nadu,Salem,Bamboo,2026-04-01,570.79
Tamil Nadu,Madurai,Bamboo,2026-05-01,599.34
Tamil Nadu,Kanchipuram,Bamboo,2026-06-01,633.04
Tamil Nadu,Salem,Bamboo,2026-07-01,588.97
Tamil Nadu,Kanchipuram,Bamboo,2026-08-01,573.12
Tamil Nadu,Kanchipuram,Bamboo,2026-09-01,556.29
Tamil Nadu,Kanchipuram,Leather,2026-01-01,1476.84
Tamil Nadu,Madurai,Leather,2026-02-01,1655.35
Tamil Nadu,Salem,Leather,2026-03-01,1475.09
Tamil Nadu,Salem,Leather,2026-04-01,1461.84
Tamil Nadu,Kanchipuram,Leather,2026-05-01,1657.03
Tamil Nadu,Salem,Leather,2026-06-01,1492.04
Tamil Nadu,Kanchipuram,Leather,2026-07-01,1428.56
Tamil Nadu,Kanchipuram,Leather,2026-08-01,1546.4
Tamil Nadu,Coimbatore,Leather,2026-09-01,1637.03
Karnataka,Channapatna,Cotton,2026-01-01,669.78
Karnataka,Dharwad,Cotton,2026-02-01,690.9
Karnataka,Mysuru,Cotton,2026-03-01,610.13
Karnataka,Bengaluru Rural,Cotton,2026-04-01,622.35
Karnataka,Mysuru,Cotton,2026-05-01,606.82
Karnataka,Bengaluru Rural,Cotton,2026-06-01,749.37
Karnataka,Mysuru,Cotton,2026-07-01,709.43
Karnataka,Channapatna,Cotton,2026-08-01,613.52
Karnataka,Dharwad,Cotton,2026-09-01,656.35
Karnataka,Channapatna,Silk,2026-01-01,1219.15
Karnataka,Dharwad,Silk,2026-02-01,1337.15
Karnataka,Bengaluru Rural,Silk,2026-03-01,1290.55
Karnataka,Mysuru,Silk,2026-04-01,1312.59
Karnataka,Bengaluru Rural,Silk,2026-05-01,1177.66
Karnataka,Bengaluru Rural,Silk,2026-06-01,1124.71
Karnataka,Mysuru,Silk,2026-07-01,1209.7
Karnataka,Bengaluru Rural,Silk,2026-08-01,1156.41
Karnataka,Mysuru,Silk,2026-09-01,1202.31
Karnataka,Channapatna,Wool,2026-01-01,196.15
Karnataka,Channapatna,Wool,2026-02-01,194.18
Karnataka,Bengaluru Rural,Wool,2026-03-01,219.85
Karnataka,Mysuru,Wool,2026-04-01,181.61
Karnataka,Mysuru,Wool,2026-05-01,212.17
Karnataka,Dharwad,Wool,2026-06-01,212.04
Karnataka,Bengaluru Rural,Wool,2026-07-01,213.57
Karnataka,Bengaluru Rural,Wool,2026-08-01,204.52
Karnataka,Bengaluru Rural,Wool,2026-09-01,203.84
Karnataka,Mysuru,Jute,2026-01-01,827.75
Karnataka,Bengaluru Rural,Jute,2026-02-01,820.55
Karnataka,Channapatna,Jute,2026-03-01,832.99
Karnataka,Bengaluru Rural,Jute,2026-04-01,828.28
Karnataka,Mysuru,Jute,2026-05-01,842.64
Karnataka,Mysuru,Jute,2026-06-01,874.71
Karnataka,Dharwad,Jute,2026-07-01,889.11
Karnataka,Mysuru,Jute,2026-08-01,847.06
Karnataka,Channapatna,Jute,2026-09-01,875.68
Karnataka,Bengaluru Rural,Clay,2026-01-01,1726.98
Karnataka,Channapatna,Clay,2026-02-01,1673.75
Karnataka,Dharwad,Clay,2026-03-01,1693.84
Karnataka,Channapatna,Clay,2026-04-01,1832.66
Karnataka,Bengaluru Rural,Clay,2026-05-01,1873.24
Karnataka,Dharwad,Clay,2026-06-01,1824.58
Karnataka,Mysuru,Clay,2026-07-01,1578.1
Karnataka,Bengaluru Rural,Clay,2026-08-01,1585.04
Karnataka,Channapatna,Clay,2026-09-01,1616.8
Karnataka,Bengaluru Rural,Wood,2026-01-01,404.39
Karnataka,Mysuru,Wood,2026-02-01,485.31
Karnataka,Mysuru,Wood,2026-03-01,423.25
Karnataka,Channapatna,Wood,2026-04-01,423.4
Karnataka,Channapatna,Wood,2026-05-01,430.17
Karnataka,Channapatna,Wood,2026-06-01,477.97
Karnataka,Mysuru,Wood,2026-07-01,427.46
Karnataka,Bengaluru Rural,Wood,2026-08-01,432.66
Karnataka,Channapatna,Wood,2026-09-01,435.29
Karnataka,Channapatna,Brass,2026-01-01,917.26
Karnataka,Mysuru,Brass,2026-02-01,887.32
Karnataka,Mysuru,Brass,2026-03-01,951.04
Karnataka,Bengaluru Rural,Brass,2026-04-01,837.74
Karnataka,Dharwad,Brass,2026-05-01,972.34
Karnataka,Mysuru,Brass,2026-06-01,811.64
Karnataka,Bengaluru Rural,Brass,2026-07-01,928.01
Karnataka,Dharwad,Brass,2026-08-01,938.15
Karnataka,Dharwad,Brass,2026-09-01,985.27
Karnataka,Mysuru,Silver-plated,2026-01-01,777.75
Karnataka,Mysuru,Silver-plated,2026-02-01,835.65
Karnataka,Channapatna,Silver-plated,2026-03-01,895.31
Karnataka,Bengaluru Rural,Silver-plated,2026-04-01,768.47
Karnataka,Mysuru,Silver-plated,2026-05-01,777.46
Karnataka,Mysuru,Silver-plated,2026-06-01,803.53
Karnataka,Bengaluru Rural,Silver-plated,2026-07-01,921.11
Karnataka,Channapatna,Silver-plated,2026-08-01,790.42
Karnataka,Mysuru,Silver-plated,2026-09-01,814.8
Karnataka,Mysuru,Bamboo,2026-01-01,1531.02
Karnataka,Channapatna,Bamboo,2026-02-01,1597.6
Karnataka,Channapatna,Bamboo,2026-03-01,1465.72
Karnataka,Mysuru,Bamboo,2026-04-01,1478.84
Karnataka,Channapatna,Bamboo,2026-05-01,1469.25
Karnataka,Bengaluru Rural,Bamboo,2026-06-01,1557.87
Karnataka,Dharwad,Bamboo,2026-07-01,1672.76
Karnataka,Channapatna,Bamboo,2026-08-01,1515.23
Karnataka,Dharwad,Bamboo,2026-09-01,1495.8
Karnataka,Dharwad,Leather,2026-01-01,1496.81
Karnataka,Bengaluru Rural,Leather,2026-02-01,1441.31
Karnataka,Mysuru,Leather,2026-03-01,1518.55
Karnataka,Bengaluru Rural,Leather,2026-04-01,1278.25
Karnataka,Mysuru,Leather,2026-05-01,1316.97
Karnataka,Bengaluru Rural,Leather,2026-06-01,1343.28
Karnataka,Dharwad,Leather,2026-07-01,1487.5
Karnataka,Bengaluru Rural,Leather,2026-08-01,1511.84
Karnataka,Bengaluru Rural,Leather,2026-09-01,1371.22
Odisha,Puri,Cotton,2026-01-01,1178.93
Odisha,Sambalpur,Cotton,2026-02-01,1229.84
Odisha,Puri,Cotton,2026-03-01,1418.66
Odisha,Cuttack,Cotton,2026-04-01,1431.97
Odisha,Puri,Cotton,2026-05-01,1248.45
Odisha,Puri,Cotton,2026-06-01,1259.48
Odisha,Puri,Cotton,2026-07-01,1267.7
Odisha,Cuttack,Cotton,2026-08-01,1298.4
Odisha,Cuttack,Cotton,2026-09-01,1203.82
Odisha,Cuttack,Silk,2026-01-01,638.13
Odisha,Cuttack,Silk,2026-02-01,701.39
Odisha,Koraput,Silk,2026-03-01,697.38
Odisha,Sambalpur,Silk,2026-04-01,717.42
Odisha,Sambalpur,Silk,2026-05-01,642.26
Odisha,Koraput,Silk,2026-06-01,680.16
Odisha,Sambalpur,Silk,2026-07-01,591.87
Odisha,Koraput,Silk,2026-08-01,654.86
Odisha,Koraput,Silk,2026-09-01,686.05
Odisha,Cuttack,Wool,2026-01-01,1269.79
Odisha,Sambalpur,Wool,2026-02-01,1172.91
Odisha,Puri,Wool,2026-03-01,1041.8
Odisha,Cuttack,Wool,2026-04-01,1128.06
Odisha,Puri,Wool,2026-05-01,1259.11
Odisha,Puri,Wool,2026-06-01,1066.2
Odisha,Sambalpur,Wool,2026-07-01,1076.8
Odisha,Cuttack,Wool,2026-08-01,1141.51
Odisha,Sambalpur,Wool,2026-09-01,1233.59
Odisha,Puri,Jute,2026-01-01,1558.66
Odisha,Cuttack,Jute,2026-02-01,1760.65
Odisha,Cuttack,Jute,2026-03-01,1787.04
Odisha,Cuttack,Jute,2026-04-01,1883.46
Odisha,Cuttack,Jute,2026-05-01,1612.26
Odisha,Sambalpur,Jute,2026-06-01,1574.48
Odisha,Sambalpur,Jute,2026-07-01,1835.88
Odisha,Puri,Jute,2026-08-01,1839.19
Odisha,Puri,Jute,2026-09-01,1577.18
Odisha,Sambalpur,Clay,2026-01-01,1952.67
Odisha,Koraput,Clay,2026-02-01,1718.41
Odisha,Koraput,Clay,2026-03-01,1751.28
Odisha,Cuttack,Clay,2026-04-01,1697.86
Odisha,Koraput,Clay,2026-05-01,1979.83
Odisha,Cuttack,Clay,2026-06-01,1852.22
Odisha,Puri,Clay,2026-07-01,1975.68
Odisha,Puri,Clay,2026-08-01,1783.42
Odisha,Cuttack,Clay,2026-09-01,1825.81
Odisha,Koraput,Wood,2026-01-01,255.55
Odisha,Puri,Wood,2026-02-01,221.75
Odisha,Cuttack,Wood,2026-03-01,232.14
Odisha,Puri,Wood,2026-04-01,229.54
Odisha,Puri,Wood,2026-05-01,224.87
Odisha,Koraput,Wood,2026-06-01,230.23
Odisha,Sambalpur,Wood,2026-07-01,213.69
Odisha,Cuttack,Wood,2026-08-01,256.39
Odisha,Sambalpur,Wood,2026-09-01,223.49
Odisha,Sambalpur,Brass,2026-01-01,612.36
Odisha,Cuttack,Brass,2026-02-01,511.19
Odisha,Koraput,Brass,2026-03-01,577.85
Odisha,Cuttack,Brass,2026-04-01,564.77
Odisha,Cuttack,Brass,2026-05-01,514.74
Odisha,Sambalpur,Brass,2026-06-01,535.77
Odisha,Cuttack,Brass,2026-07-01,520.91
Odisha,Cuttack,Brass,2026-08-01,598.84
Odisha,Sambalpur,Brass,2026-09-01,507.64
Odisha,Koraput,Silver-plated,2026-01-01,700.16
Odisha,Koraput,Silver-plated,2026-02-01,603.54
Odisha,Puri,Silver-plated,2026-03-01,583.15
Odisha,Sambalpur,Silver-plated,2026-04-01,629.85
Odisha,Cuttack,Silver-plated,2026-05-01,580.42
Odisha,Puri,Silver-plated,2026-06-01,704.97
Odisha,Puri,Silver-plated,2026-07-01,596.5
Odisha,Sambalpur,Silver-plated,2026-08-01,600.68
Odisha,Cuttack,Silver-plated,2026-09-01,717.65
Odisha,Sambalpur,Bamboo,2026-01-01,1597.84
Odisha,Cuttack,Bamboo,2026-02-01,1659.53
Odisha,Sambalpur,Bamboo,2026-03-01,1488.26
Odisha,Koraput,Bamboo,2026-04-01,1718.4
Odisha,Sambalpur,Bamboo,2026-05-01,1679.88
Odisha,Koraput,Bamboo,2026-06-01,1584.66
Odisha,Puri,Bamboo,2026-07-01,1755.87
Odisha,Koraput,Bamboo,2026-08-01,1571.82
Odisha,Puri,Bamboo,2026-09-01,1455.12
Odisha,Sambalpur,Leather,2026-01-01,161.12
Odisha,Sambalpur,Leather,2026-02-01,157.23
Odisha,Puri,Leather,2026-03-01,154.2
Odisha,Sambalpur,Leather,2026-04-01,154.35
Odisha,Koraput,Leather,2026-05-01,151.48
Odisha,Koraput,Leather,2026-06-01,138.37
Odisha,Sambalpur,Leather,2026-07-01,140.39
Odisha,Sambalpur,Leather,2026-08-01,154.25
Odisha,Sambalpur,Leather,2026-09-01,148.54
Assam,Sivasagar,Cotton,2026-01-01,207.29
Assam,Sivasagar,Cotton,2026-02-01,204.57
Assam,Barpeta,Cotton,2026-03-01,241.18
Assam,Dibrugarh,Cotton,2026-04-01,213.54
Assam,Kamrup,Cotton,2026-05-01,220.76
Assam,Sivasagar,Cotton,2026-06-01,248.58
Assam,Kamrup,Cotton,2026-07-01,244.26
Assam,Sivasagar,Cotton,2026-08-01,223.57
Assam,Dibrugarh,Cotton,2026-09-01,205.13
Assam,Kamrup,Silk,2026-01-01,604.74
Assam,Sivasagar,Silk,2026-02-01,667.92
Assam,Dibrugarh,Silk,2026-03-01,692.45
Assam,Sivasagar,Silk,2026-04-01,667.8
Assam,Dibrugarh,Silk,2026-05-01,676.06
Assam,Barpeta,Silk,2026-06-01,677.95
Assam,Barpeta,Silk,2026-07-01,645.1
Assam,Kamrup,Silk,2026-08-01,721.09
Assam,Barpeta,Silk,2026-09-01,721.44
Assam,Kamrup,Wool,2026-01-01,1035.33
Assam,Sivasagar,Wool,2026-02-01,1094.48
Assam,Sivasagar,Wool,2026-03-01,1085.32
Assam,Dibrugarh,Wool,2026-04-01,1073.33
Assam,Kamrup,Wool,2026-05-01,1105.82
Assam,Barpeta,Wool,2026-06-01,1144.07
Assam,Barpeta,Wool,2026-07-01,1200.42
Assam,Dibrugarh,Wool,2026-08-01,1141.69
Assam,Kamrup,Wool,2026-09-01,1218.3
Assam,Dibrugarh,Jute,2026-01-01,270.66
Assam,Sivasagar,Jute,2026-02-01,246.19
Assam,Barpeta,Jute,2026-03-01,248.33
Assam,Dibrugarh,Jute,2026-04-01,286.35
Assam,Barpeta,Jute,2026-05-01,244.23
Assam,Sivasagar,Jute,2026-06-01,247.87
Assam,Dibrugarh,Jute,2026-07-01,268.51
Assam,Dibrugarh,Jute,2026-08-01,277.48
Assam,Kamrup,Jute,2026-09-01,274.64
Assam,Dibrugarh,Clay,2026-01-01,1427.27
Assam,Dibrugarh,Clay,2026-02-01,1488.34
Assam,Dibrugarh,Clay,2026-03-01,1657.71
Assam,Sivasagar,Clay,2026-04-01,1497.08
Assam,Sivasagar,Clay,2026-05-01,1711.76
Assam,Dibrugarh,Clay,2026-06-01,1591.29
Assam,Barpeta,Clay,2026-07-01,1440.96
Assam,Kamrup,Clay,2026-08-01,1570.65
Assam,Sivasagar,Clay,2026-09-01,1698.01
Assam,Kamrup,Wood,2026-01-01,1578.48
Assam,Dibrugarh,Wood,2026-02-01,1510.56
Assam,Dibrugarh,Wood,2026-03-01,1380.21
Assam,Dibrugarh,Wood,2026-04-01,1351.0
Assam,Kamrup,Wood,2026-05-01,1565.91
Assam,Kamrup,Wood,2026-06-01,1413.73
Assam,Barpeta,Wood,2026-07-01,1381.31
Assam,Kamrup,Wood,2026-08-01,1527.88
Assam,Dibrugarh,Wood,2026-09-01,1497.16
Assam,Sivasagar,Brass,2026-01-01,360.85
Assam,Sivasagar,Brass,2026-02-01,348.25
Assam,Dibrugarh,Brass,2026-03-01,307.06
Assam,Kamrup,Brass,2026-04-01,357.81
Assam,Dibrugarh,Brass,2026-05-01,327.34
Assam,Kamrup,Brass,2026-06-01,355.57
Assam,Dibrugarh,Brass,2026-07-01,340.46
Assam,Barpeta,Brass,2026-08-01,308.78
Assam,Sivasagar,Brass,2026-09-01,344.32
Assam,Dibrugarh,Silver-plated,2026-01-01,831.04
Assam,Barpeta,Silver-plated,2026-02-01,921.12
Assam,Barpeta,Silver-plated,2026-03-01,832.52
Assam,Dibrugarh,Silver-plated,2026-04-01,879.82
Assam,Dibrugarh,Silver-plated,2026-05-01,786.35
Assam,Dibrugarh,Silver-plated,2026-06-01,772.83
Assam,Barpeta,Silver-plated,2026-07-01,888.22
Assam,Kamrup,Silver-plated,2026-08-01,781.4
Assam,Sivasagar,Silver-plated,2026-09-01,856.3
Assam,Sivasagar,Bamboo,2026-01-01,1626.18
Assam,Barpeta,Bamboo,2026-02-01,1648.29
Assam,Sivasagar,Bamboo,2026-03-01,1507.03
Assam,Dibrugarh,Bamboo,2026-04-01,1538.64
Assam,Barpeta,Bamboo,2026-05-01,1616.25
Assam,Barpeta,Bamboo,2026-06-01,1467.27
Assam,Barpeta,Bamboo,2026-07-01,1557.42
Assam,Barpeta,Bamboo,2026-08-01,1474.03
Assam,Sivasagar,Bamboo,2026-09-01,1475.52
Assam,Dibrugarh,Leather,2026-01-01,1116.53
Assam,Barpeta,Leather,2026-02-01,1091.76
Assam,Barpeta,Leather,2026-03-01,988.85
Assam,Barpeta,Leather,2026-04-01,1152.92
Assam,Sivasagar,Leather,2026-05-01,999.85
Assam,Barpeta,Leather,2026-06-01,1060.7
Assam,Sivasagar,Leather,2026-07-01,1059.34
Assam,Dibrugarh,Leather,2026-08-01,1077.65
Assam,Kamrup,Leather,2026-09-01,1010.52
Telangana,Nalgonda,Cotton,2026-01-01,208.92
Telangana,Nalgonda,Cotton,2026-02-01,244.2
Telangana,Nalgonda,Cotton,2026-03-01,227.55
Telangana,Hyderabad,Cotton,2026-04-01,245.06
Telangana,Karimnagar,Cotton,2026-05-01,242.22
Telangana,Warangal,Cotton,2026-06-01,210.13
Telangana,Nalgonda,Cotton,2026-07-01,209.86
Telangana,Warangal,Cotton,2026-08-01,242.9
Telangana,Nalgonda,Cotton,2026-09-01,233.1
Telangana,Warangal,Silk,2026-01-01,1228.45
Telangana,Nalgonda,Silk,2026-02-01,1172.11
Telangana,Karimnagar,Silk,2026-03-01,1245.3
Telangana,Hyderabad,Silk,2026-04-01,1288.99
Telangana,Karimnagar,Silk,2026-05-01,1278.32
Telangana,Warangal,Silk,2026-06-01,1105.48
Telangana,Hyderabad,Silk,2026-07-01,1177.28
Telangana,Hyderabad,Silk,2026-08-01,1235.37
Telangana,Warangal,Silk,2026-09-01,1246.08
Telangana,Warangal,Wool,2026-01-01,1056.39
Telangana,Nalgonda,Wool,2026-02-01,1147.18
Telangana,Warangal,Wool,2026-03-01,1170.11
Telangana,Karimnagar,Wool,2026-04-01,1197.31
Telangana,Hyderabad,Wool,2026-05-01,1221.96
Telangana,Nalgonda,Wool,2026-06-01,1261.87
Telangana,Nalgonda,Wool,2026-07-01,1085.32
Telangana,Karimnagar,Wool,2026-08-01,1043.89
Telangana,Nalgonda,Wool,2026-09-01,1152.32
Telangana,Karimnagar,Jute,2026-01-01,1160.43
Telangana,Hyderabad,Jute,2026-02-01,1243.43
Telangana,Karimnagar,Jute,2026-03-01,1182.77
Telangana,Karimnagar,Jute,2026-04-01,1180.54
Telangana,Hyderabad,Jute,2026-05-01,1262.21
Telangana,Karimnagar,Jute,2026-06-01,1182.36
Telangana,Hyderabad,Jute,2026-07-01,1256.16
Telangana,Nalgonda,Jute,2026-08-01,1125.05
Telangana,Hyderabad,Jute,2026-09-01,1105.99
Telangana,Warangal,Clay,2026-01-01,666.29
Telangana,Hyderabad,Clay,2026-02-01,613.08
Telangana,Nalgonda,Clay,2026-03-01,703.41
Telangana,Hyderabad,Clay,2026-04-01,671.4
Telangana,Hyderabad,Clay,2026-05-01,587.63
Telangana,Warangal,Clay,2026-06-01,691.69
Telangana,Karimnagar,Clay,2026-07-01,621.32
Telangana,Karimnagar,Clay,2026-08-01,682.24
Telangana,Warangal,Clay,2026-09-01,569.23
Telangana,Nalgonda,Wood,2026-01-01,1280.12
Telangana,Nalgonda,Wood,2026-02-01,1226.79
Telangana,Nalgonda,Wood,2026-03-01,1214.43
Telangana,Karimnagar,Wood,2026-04-01,1234.89
Telangana,Hyderabad,Wood,2026-05-01,1137.56
Telangana,Karimnagar,Wood,2026-06-01,1130.79
Telangana,Hyderabad,Wood,2026-07-01,1192.69
Telangana,Karimnagar,Wood,2026-08-01,1251.99
Telangana,Warangal,Wood,2026-09-01,1174.9
Telangana,Karimnagar,Brass,2026-01-01,992.33
Telangana,Warangal,Brass,2026-02-01,846.6
Telangana,Warangal,Brass,2026-03-01,918.05
Telangana,Hyderabad,Brass,2026-04-01,907.45
Telangana,Hyderabad,Brass,2026-05-01,850.97
Telangana,Nalgonda,Brass,2026-06-01,916.69
Telangana,Karimnagar,Brass,2026-07-01,942.27
Telangana,Karimnagar,Brass,2026-08-01,852.84
Telangana,Karimnagar,Brass,2026-09-01,949.97
Telangana,Warangal,Silver-plated,2026-01-01,683.63
Telangana,Warangal,Silver-plated,2026-02-01,670.36
Telangana,Warangal,Silver-plated,2026-03-01,717.2
Telangana,Nalgonda,Silver-plated,2026-04-01,772.16
Telangana,Hyderabad,Silver-plated,2026-05-01,693.66
Telangana,Nalgonda,Silver-plated,2026-06-01,657.23
Telangana,Karimnagar,Silver-plated,2026-07-01,785.79
Telangana,Nalgonda,Silver-plated,2026-08-01,767.08
Telangana,Hyderabad,Silver-plated,2026-09-01,743.47
Telangana,Karimnagar,Bamboo,2026-01-01,1105.83
Telangana,Warangal,Bamboo,2026-02-01,1243.56
Telangana,Karimnagar,Bamboo,2026-03-01,1184.74
Telangana,Warangal,Bamboo,2026-04-01,1195.74
Telangana,Nalgonda,Bamboo,2026-05-01,1140.78
Telangana,Karimnagar,Bamboo,2026-06-01,1323.67
Telangana,Hyderabad,Bamboo,2026-07-01,1295.62
Telangana,Hyderabad,Bamboo,2026-08-01,1196.88
Telangana,Karimnagar,Bamboo,2026-09-01,1167.34
Telangana,Hyderabad,Leather,2026-01-01,1177.16
Telangana,Karimnagar,Leather,2026-02-01,1083.49
Telangana,Nalgonda,Leather,2026-03-01,1174.33
Telangana,Hyderabad,Leather,2026-04-01,1165.17
Telangana,Hyderabad,Leather,2026-05-01,1126.59
Telangana,Karimnagar,Leather,2026-06-01,1168.07
Telangana,Karimnagar,Leather,2026-07-01,1140.81
Telangana,Karimnagar,Leather,2026-08-01,1037.55
Telangana,Warangal,Leather,2026-09-01,1003.1
