product_id,category,craft_type,material,state,district,size_m_or_units,weight_kg,handmade,quality_grade,design_complexity,raw_material_cost_inr,labour_cost_inr,inbound_procurement_cost_inr,production_overhead_inr,cost_floor_inr,selling_price_inr,mrp_inr,discount_pct,seller_count,rating,review_count,stock_units,trend_7d_pct,trend_30d_pct,trend_90d_pct,season,demand_index
SP-00567,Basket,Basketry,Silver-plated,West Bengal,Murshidabad,2.25,1.25,1,1,4,1361.76,868.01,213.54,385.39,2828.7,6280.2,6681.06,0.06,85,4.86,4663,62,0.005869757426114959,0.25323045542713846,0.1353008132761136,Festival,0.69
SP-00568,Bag,Metal Craft,Jute,Uttar Pradesh,Moradabad,1.63,0.63,1,3,1,1711.2,933.11,232.36,357.51,3234.18,4886.61,5100.85,0.042,98,3.69,1790,103,-0.04015801529303743,-0.0025648499929859236,0.42379241188099587,Normal,0.53
SP-00569,Bag,Leather Craft,Silk,Rajasthan,Barmer,5.82,0.55,1,1,3,846.51,1376.28,175.78,184.74,2583.31,3843.61,3914.06,0.018,87,4.25,2471,3,0.022693048365791696,0.10301534194283185,0.2973980425474453,Normal,0.528
SP-00570,Home Decor,Jewellery,Wool,Uttar Pradesh,Bhadohi,3.76,2.95,0,4,4,1475.96,442.96,35.75,139.19,2093.86,2608.37,2901.41,0.101,45,3.91,3829,53,-0.008035805763361544,0.03513775147467261,-0.02525958855438616,Normal,0.573
SP-00571,Bag,Embroidery,Silver-plated,Gujarat,Vadodara,2.55,0.23,1,2,2,350.45,248.93,261.43,369.26,1230.07,2764.11,3379.11,0.182,9,4.65,4958,130,-0.05670299416107308,0.21556739302323166,0.3530059613917852,Wedding,0.625
SP-00572,Accessory,Handloom,Silver-plated,Uttar Pradesh,Varanasi,0.66,0.2,1,1,3,126.23,715.55,296.77,263.35,1401.9,2155.79,2411.4,0.106,84,3.48,2459,0,0.004865488402481931,-0.015108180782098114,-0.08934270813991954,Festival,0.668
SP-00573,Wall Art,Metal Craft,Jute,Assam,Dibrugarh,6.49,2.09,1,2,5,1652.22,869.6,146.27,142.05,2810.14,4434.24,6133.11,0.277,34,3.87,1151,108,0.03651927473107867,0.07961435843407805,-0.21498224003618843,Normal,0.536
SP-00574,Pottery,Wood Craft,Brass,Telangana,Karimnagar,0.8,0.3,1,3,1,958.05,524.88,74.32,365.94,1923.19,2970.38,3929.07,0.244,15,4.25,3233,52,-0.013868091785309653,-0.016354765753466623,0.05063237717403029,Monsoon,0.77
SP-00575,Home Decor,Embroidery,Brass,West Bengal,Nadia,5.66,2.06,1,1,5,398.06,937.32,289.49,337.86,1962.73,2928.21,3449.01,0.151,85,3.48,3569,109,-0.03991540375416029,-0.02208215468630901,0.2792353107151784,Normal,0.508
SP-00576,Stole,Basketry,Wood,Gujarat,Surat,6.46,1.2,0,5,3,776.78,398.06,89.14,315.75,1579.73,2386.3,3615.61,0.34,97,3.95,2895,32,-0.01168011243925286,0.05762877588998096,-0.14404238819143697,Normal,0.185
SP-00577,Wall Art,Jewellery,Wool,Telangana,Hyderabad,1.92,3.16,1,3,4,759.51,728.36,158.53,335.53,1981.93,2629.61,2724.98,0.035,51,4.01,337,58,0.0644993516283417,0.043931301230275215,0.03564466102386185,Summer,0.434
SP-00578,Jewellery,Pottery,Cotton,Odisha,Cuttack,3.64,0.89,1,1,1,590.13,350.74,69.58,164.68,1175.13,1935.78,2162.88,0.105,103,3.55,4711,146,-0.02754945594330623,0.14804184680889826,-0.11474890616078887,Festival,0.793
SP-00579,Jewellery,Pottery,Brass,Gujarat,Surat,3.58,0.88,1,4,1,1518.6,927.74,221.66,414.82,3082.82,6933.55,7407.64,0.064,59,3.76,1997,52,-0.045696235011870645,0.14827458252894177,0.012372021687852043,Festival,0.594
SP-00580,Jewellery,Pottery,Bamboo,West Bengal,Nadia,3.66,2.01,1,3,4,682.17,1273.48,206.86,108.28,2270.79,3764.41,4882.5,0.229,27,3.68,3173,133,-0.010413378735624913,-0.047530638043972194,0.10609594408930777,Normal,0.608
SP-00581,Pottery,Metal Craft,Brass,West Bengal,Nadia,4.33,1.71,1,3,3,618.02,584.35,285.26,252.82,1740.45,2325.74,3298.92,0.295,3,3.72,1856,40,0.03760560333575831,-0.01592588198697488,-0.06991999240140512,Summer,0.716
SP-00582,Basket,Pottery,Brass,West Bengal,Bankura,4.98,0.78,1,2,1,1255.41,1232.79,173.29,377.9,3039.39,5557.24,6530.25,0.149,38,4.04,2997,11,0.03674880451144373,-0.0012106672693605117,0.25395260527485153,Festival,0.837
SP-00583,Saree,Jewellery,Brass,West Bengal,Nadia,0.83,0.42,1,4,4,684.96,1829.53,224.1,280.96,3019.55,5310.67,5408.01,0.018,101,4.74,4994,103,-0.023163864610467728,-0.03942573445992705,-0.08961318564957227,Normal,0.504
SP-00584,Pottery,Block Print,Silk,Uttar Pradesh,Moradabad,2.76,3.38,1,5,2,1712.39,1708.33,248.39,194.52,3863.63,5882.91,8600.75,0.316,100,3.99,789,22,-0.025954028082192684,-0.006268128838457045,0.340865607220434,Normal,0.523
SP-00585,Saree,Metal Craft,Silver-plated,Tamil Nadu,Madurai,1.19,2.21,1,5,3,1974.37,1444.95,123.56,169.91,3712.79,6553.14,6714.28,0.024,81,4.56,50,113,0.045132217437650654,0.12541173345352183,0.12981096940221537,Normal,0.506
SP-00586,Basket,Metal Craft,Wool,Karnataka,Mysuru,3.54,1.26,1,2,3,114.05,272.13,123.29,194.67,704.14,1534.82,1539.44,0.003,29,4.13,3175,48,0.05645301095951878,0.07078658347309799,0.2795082083112821,Wedding,0.726
SP-00587,Pottery,Block Print,Silk,Maharashtra,Kolhapur,4.25,2.32,1,4,1,1008.16,1239.72,121.9,116.62,2486.4,3924.35,5136.58,0.236,81,4.95,515,77,0.02545938631526813,0.07800688950792063,-0.019622663230060164,Wedding,0.787
SP-00588,Pottery,Jewellery,Bamboo,Odisha,Cuttack,3.3,3.27,0,5,1,1369.79,1291.48,94.06,68.84,2824.17,5292.22,5880.24,0.1,59,3.51,3336,27,0.0565979364656055,0.18586168472970177,0.03698041146735505,Festival,0.768
SP-00589,Saree,Metal Craft,Cotton,Telangana,Hyderabad,1.76,2.07,1,1,3,861.93,1394.56,279.24,303.99,2839.72,4002.19,4816.11,0.169,34,3.97,1737,76,0.03058493797349059,0.11587962314981598,0.06330252734959292,Festival,0.531
SP-00590,Wall Art,Pottery,Cotton,Rajasthan,Jaipur,2.01,1.35,0,1,1,425.41,550.98,177.35,296.83,1450.57,3247.48,4479.28,0.275,30,4.55,4318,32,0.08946725604025271,0.4551241397039601,0.2611507944091249,Festival,0.843
SP-00591,Pottery,Embroidery,Brass,Telangana,Hyderabad,0.52,1.84,1,4,5,215.7,381.52,197.46,286.66,1081.34,2061.63,2143.07,0.038,95,4.29,616,1,0.04888378144334963,0.1060971063966824,-0.13698225962238236,Normal,0.855
SP-00592,Home Decor,Block Print,Silk,Rajasthan,Jodhpur,5.29,0.21,1,3,2,763.81,594.77,287.0,90.48,1736.06,2712.0,3787.71,0.284,43,3.94,1,91,-0.03220945134349287,0.009927436781624662,0.03398629290332545,Wedding,0.402
SP-00593,Home Decor,Block Print,Bamboo,West Bengal,Hooghly,2.11,3.45,1,5,3,2019.95,1438.92,149.22,346.62,3954.71,6374.49,8637.52,0.262,95,4.33,395,125,0.04430225341339106,0.04269259017480405,-0.12450178073578907,Normal,0.507
SP-00594,Jewellery,Embroidery,Wood,Uttar Pradesh,Bhadohi,4.31,3.12,1,1,1,622.18,1329.47,225.29,265.98,2442.92,3534.01,4162.56,0.151,107,3.96,2531,65,0.1232597619044161,-0.09488363204168115,0.0029637594692975278,Festival,0.581
SP-00595,Home Decor,Leather Craft,Clay,Odisha,Koraput,6.45,2.97,1,1,3,1209.79,394.85,86.09,245.59,1936.32,2265.19,2528.11,0.104,91,4.23,990,49,0.017757190559234314,-0.08711453765590726,0.079965793358498,Normal,0.441
SP-00596,Jewellery,Basketry,Wool,Assam,Dibrugarh,2.43,0.45,1,5,1,616.08,918.73,269.23,256.85,2060.89,2547.98,2728.03,0.066,11,3.8,4561,100,0.10103823343875128,-0.06998611138199143,0.1798227614786471,Normal,0.296
SP-00597,Pottery,Basketry,Wool,Assam,Dibrugarh,2.67,0.59,1,5,3,1705.95,982.82,196.64,257.23,3142.64,4037.82,5920.56,0.318,9,4.06,390,68,-0.00025005771985024683,-0.02380944676740209,-0.08775642934707964,Normal,0.159
SP-00598,Basket,Embroidery,Cotton,Karnataka,Dharwad,0.86,1.43,1,5,2,1256.81,1717.99,88.82,160.71,3224.33,5322.33,6389.35,0.167,119,3.37,4869,76,0.05962005661952016,0.0543987359311572,0.12605456551223487,Festival,0.707
SP-00599,Home Decor,Pottery,Brass,Tamil Nadu,Kanchipuram,1.42,1.18,0,4,3,1427.0,1138.81,186.03,77.83,2829.67,5254.89,6068.0,0.134,62,4.38,2900,105,-0.0198646341462197,-0.01455581905748455,-0.08818987681021101,Wedding,0.467
SP-00600,Stole,Metal Craft,Silk,West Bengal,Bankura,3.13,3.24,1,1,2,664.7,1342.72,167.47,96.6,2271.49,3858.13,5827.99,0.338,44,4.76,4761,97,-0.06231171539174017,0.10478346730955673,0.10610350811379027,Normal,0.625
SP-00601,Pottery,Basketry,Silk,Telangana,Nalgonda,0.76,1.99,0,2,3,308.81,1677.44,135.96,410.79,2533.0,4886.93,5160.43,0.053,53,3.41,3541,92,-0.034108960811559313,-0.025267798658726116,0.022570238920315074,Wedding,0.675
SP-00602,Jewellery,Jewellery,Wool,Gujarat,Kutch,2.85,1.78,1,2,4,1464.0,435.91,194.47,108.44,2202.82,3213.34,3333.34,0.036,48,3.87,17,2,0.010533186871098886,-0.10239322686100583,0.2849003554774232,Festival,0.442
SP-00603,Basket,Block Print,Clay,Odisha,Puri,1.5,2.25,1,4,1,257.01,1215.3,122.55,206.53,1801.39,3157.51,4111.34,0.232,47,3.6,3203,130,0.05980864294941737,0.14740370879876144,-0.06113810557755431,Monsoon,0.699
SP-00604,Pottery,Handloom,Silk,Maharashtra,Solapur,5.3,3.06,1,2,4,1402.44,1435.13,236.51,203.77,3277.85,5334.71,7307.82,0.27,59,4.56,1009,81,-0.06465494951426966,0.07918377499304902,0.0955890522761434,Normal,0.661
SP-00605,Stole,Wood Craft,Bamboo,Tamil Nadu,Kanchipuram,3.65,2.5,1,5,2,366.56,1399.96,294.79,59.01,2120.32,2727.09,4182.65,0.348,101,4.2,1641,91,0.01008962909501671,-0.12421352496329535,0.2542546730117835,Normal,0.711
SP-00606,Saree,Basketry,Bamboo,Gujarat,Kutch,3.83,3.33,1,2,3,631.1,1530.0,132.78,171.65,2465.53,4401.33,4687.25,0.061,54,3.95,1384,17,0.07448324061184683,0.050165124892130854,0.4421907418102845,Normal,0.548
SP-00607,Jewellery,Embroidery,Silk,Uttar Pradesh,Moradabad,2.8,0.95,1,1,3,878.84,569.46,234.69,391.11,2074.1,3571.25,4035.31,0.115,20,4.04,3573,119,0.022904320329588546,-0.05002499779015098,0.11283187208145563,Festival,0.613
SP-00608,Accessory,Handloom,Brass,Uttar Pradesh,Varanasi,3.48,0.34,1,5,3,1460.71,1990.9,224.77,256.33,3932.71,6588.59,9507.34,0.307,43,4.79,735,75,0.05754781524945919,0.09239648102740447,0.37122384362443445,Normal,0.583
SP-00609,Basket,Metal Craft,Silk,Odisha,Koraput,6.0,3.17,1,1,4,1208.97,1666.18,211.95,139.16,3226.26,4728.91,5802.34,0.185,31,4.39,2621,12,-0.00981960248917186,-0.09783017360530818,0.27886499148708255,Festival,0.507
SP-00610,Accessory,Jewellery,Silver-plated,Assam,Sivasagar,0.81,3.18,1,1,5,1206.04,748.93,142.75,237.52,2335.24,4502.28,4575.49,0.016,3,4.24,3645,130,0.06591380606961622,0.19201228168513282,-0.13243200560311577,Festival,0.638
SP-00611,Stole,Leather Craft,Wool,Uttar Pradesh,Varanasi,4.91,1.61,0,1,4,1051.9,1020.4,40.91,430.26,2543.47,4873.23,7262.64,0.329,80,3.45,1862,104,0.004510621810069622,0.04602361729350129,-0.12852095105560327,Festival,0.689
SP-00612,Accessory,Wood Craft,Wool,Maharashtra,Solapur,4.43,2.7,0,4,5,389.19,692.97,71.7,231.7,1385.56,2460.22,3190.95,0.229,7,4.49,1796,137,-0.036113204360701576,0.06346201650896542,0.066895874288028,Normal,0.726
SP-00613,Saree,Embroidery,Silk,Assam,Kamrup,4.55,1.35,0,3,4,1562.64,1053.04,154.99,215.76,2986.43,4326.03,4692.01,0.078,65,3.62,3271,40,-0.0816763289483978,0.0656568503481191,-0.020160364663175778,Festival,0.714
SP-00614,Stole,Pottery,Brass,Rajasthan,Udaipur,1.02,1.76,1,2,5,1080.8,1500.0,151.03,428.34,3160.17,4168.07,6156.68,0.323,63,3.58,3638,131,0.023167157684742236,0.13321195252553444,0.040827677989123304,Normal,0.543
SP-00615,Basket,Block Print,Clay,Assam,Barpeta,1.79,1.56,0,4,1,1915.59,1494.5,44.01,262.55,3716.65,5575.4,6883.21,0.19,30,3.8,1301,134,0.1338269846721386,0.18068975709858812,0.10006761502642435,Summer,0.859
SP-00616,Pottery,Basketry,Silk,Odisha,Cuttack,1.59,0.75,1,1,3,470.87,1283.92,241.48,218.87,2215.14,3392.54,4603.18,0.263,104,4.08,2960,53,0.08952731268446737,-0.0380144584143988,0.08422445379446923,Normal,0.424
SP-00617,Stole,Embroidery,Silver-plated,West Bengal,Bankura,0.93,1.38,1,1,3,958.53,347.88,211.37,366.74,1884.52,3065.81,3966.12,0.227,46,4.28,4062,102,0.034195029656496054,-0.03722167057769237,-0.20415575069636804,Festival,0.749
SP-00618,Accessory,Basketry,Leather,Maharashtra,Kolhapur,4.28,3.38,0,5,5,478.6,1608.81,109.7,169.0,2366.11,3469.1,5328.88,0.349,3,4.37,292,39,0.012724253526139224,-0.03905147065262873,0.08728188872549078,Festival,0.608
SP-00619,Stole,Handloom,Silk,Maharashtra,Kolhapur,4.79,1.81,1,5,4,929.41,1323.33,257.52,306.92,2817.18,4910.82,6858.69,0.284,5,3.52,2158,41,-0.07283451215941927,0.16720678866772049,0.030902775046111178,Festival,0.523
SP-00620,Home Decor,Wood Craft,Brass,Uttar Pradesh,Bhadohi,3.67,3.08,1,4,5,367.41,1824.92,248.19,191.04,2631.56,3083.86,3377.72,0.087,49,4.51,829,109,-0.027539197270108663,-0.06526841721165313,0.11176184207969611,Normal,0.351
SP-00621,Wall Art,Basketry,Wool,Tamil Nadu,Kanchipuram,4.08,2.44,1,1,2,786.21,1414.71,262.24,308.4,2771.56,4057.58,5863.55,0.308,69,3.42,2461,0,0.060233871406615735,0.2641524889136335,0.03518126403048787,Normal,0.551
SP-00622,Accessory,Metal Craft,Clay,Telangana,Warangal,4.36,3.22,1,5,2,554.43,627.2,228.75,82.14,1492.52,2046.07,2918.79,0.299,48,3.62,4716,0,0.025901941682853674,-0.038766820242373164,-0.006734557607761066,Wedding,0.663
SP-00623,Stole,Wood Craft,Wool,Telangana,Hyderabad,3.56,2.64,1,4,1,492.63,365.66,138.21,270.58,1267.08,2417.17,3139.18,0.23,41,4.34,4374,27,-0.026406258077890533,-0.011807737324339353,-0.008814393166172482,Wedding,0.699
SP-00624,Saree,Block Print,Jute,Tamil Nadu,Coimbatore,2.35,3.34,1,3,1,1235.82,1322.37,117.15,270.97,2946.31,3383.99,3485.06,0.029,66,3.93,1831,80,0.03758129995116747,-0.04735939344675919,0.05856916096090656,Monsoon,0.561
SP-00625,Jewellery,Leather Craft,Brass,Maharashtra,Nagpur,6.12,1.49,1,3,2,550.12,1094.0,102.63,185.83,1932.58,2831.09,4335.51,0.347,38,4.94,220,101,0.08364104018645444,-0.04801879491362173,0.10384520630648317,Normal,0.4
SP-00626,Saree,Leather Craft,Brass,Odisha,Koraput,4.14,1.47,1,2,1,844.26,538.36,73.16,121.42,1577.2,2525.77,3065.25,0.176,117,4.27,70,96,0.019365159869023877,0.052045561841129184,-0.20460766504657785,Normal,0.699
SP-00627,Wall Art,Embroidery,Silver-plated,Telangana,Karimnagar,4.29,2.64,0,2,5,725.1,1368.27,229.21,414.8,2737.38,5061.3,5686.85,0.11,52,4.64,2700,102,-0.013511054663697269,-0.04228344575237162,0.07257681170196259,Festival,0.612
SP-00628,Basket,Leather Craft,Silk,Telangana,Hyderabad,1.45,2.8,1,4,5,1896.96,832.53,224.99,361.23,3315.71,6685.07,7419.61,0.099,58,4.68,3541,50,0.04736577795606503,0.1163282546475613,-0.14634624912817165,Festival,0.651
SP-00629,Wall Art,Jewellery,Leather,Karnataka,Channapatna,1.08,2.37,1,3,4,942.75,1149.94,183.75,256.56,2533.0,3490.9,3741.59,0.067,95,3.95,1008,20,0.03535264535228266,-0.006245793803441896,0.09960576757844888,Normal,0.606
SP-00630,Home Decor,Pottery,Silk,Karnataka,Dharwad,2.11,1.71,1,4,1,527.01,1531.33,287.35,180.11,2525.8,3601.82,4217.59,0.146,88,4.0,3954,41,-0.011468726613862393,-0.052839065678905874,0.21507510872642926,Normal,0.645
SP-00631,Bag,Pottery,Silk,Tamil Nadu,Salem,2.35,0.72,1,4,1,1158.09,544.4,294.44,176.38,2173.31,2605.14,2745.14,0.051,79,4.14,1049,45,0.006315387911231821,-0.13697965101211237,-0.07387363957533222,Wedding,0.581
SP-00632,Stole,Embroidery,Leather,Telangana,Nalgonda,3.57,2.84,1,2,2,955.16,1251.78,174.74,337.56,2719.24,4507.68,5128.19,0.121,90,4.08,958,99,-0.03149439880875478,0.03382926521261491,-0.1108906330810156,Normal,0.507
SP-00633,Home Decor,Jewellery,Brass,Uttar Pradesh,Varanasi,1.41,0.98,1,3,5,511.16,1006.06,109.67,88.05,1714.94,1757.16,2610.94,0.327,88,3.84,1963,36,0.06273065975322144,-0.08263188392972723,0.16256932140546898,Normal,0.566
SP-00634,Accessory,Handloom,Silver-plated,Karnataka,Dharwad,2.38,3.31,1,5,4,463.88,1957.44,85.52,282.38,2789.22,5558.22,8161.85,0.319,86,4.08,2898,86,0.010962659594255358,0.23846954572910747,-0.0793099304997516,Normal,0.44
SP-00635,Saree,Wood Craft,Leather,Tamil Nadu,Kanchipuram,1.9,1.11,1,4,4,1143.21,1736.53,145.55,337.78,3363.07,5836.04,7231.77,0.193,50,4.03,1186,104,0.021055346944254243,0.11747607353951353,0.11739152032528186,Festival,0.656
SP-00636,Basket,Embroidery,Clay,Rajasthan,Jaipur,2.48,0.15,1,1,4,1165.45,385.24,187.73,251.84,1990.26,3637.5,4717.9,0.229,92,3.94,964,74,-0.013628904201974903,0.08952739995854955,0.11162166521621619,Wedding,0.727
SP-00637,Bag,Jewellery,Silk,Telangana,Hyderabad,5.75,0.27,1,4,2,1306.09,1653.16,57.82,108.7,3125.77,5259.48,7022.0,0.251,77,4.0,2298,5,0.10577105488996168,0.09283203232788767,-0.06837663682207631,Summer,0.562
SP-00638,Pottery,Jewellery,Wool,Assam,Kamrup,6.22,2.98,1,2,5,545.06,597.55,47.55,307.04,1497.2,3088.45,3554.03,0.131,65,4.29,699,7,0.07291807559115342,0.18079488825973783,0.12309144748427239,Wedding,0.739
SP-00639,Jewellery,Jewellery,Wool,Rajasthan,Jaipur,6.1,1.08,1,1,2,697.73,913.47,281.04,139.0,2031.24,2423.48,3227.0,0.249,119,4.61,4951,21,-0.008137391565849101,-0.03370094638846912,-0.0391402031751317,Normal,0.846
SP-00640,Bag,Leather Craft,Leather,Rajasthan,Jaipur,0.73,0.36,1,4,1,1710.05,1002.94,95.1,114.17,2922.26,4585.53,6703.99,0.316,69,3.56,3688,3,0.023760120491736345,0.06554031112714188,0.026686332633955777,Normal,0.629
SP-00641,Home Decor,Pottery,Jute,Telangana,Karimnagar,5.3,0.71,1,2,4,1185.74,417.87,116.04,396.64,2116.29,4127.49,5488.68,0.248,39,3.61,964,41,0.126203879308947,0.11682994886584327,0.28446197328427497,Winter,0.746
SP-00642,Wall Art,Block Print,Brass,Maharashtra,Pune,2.12,2.09,1,3,3,1338.0,625.59,242.19,431.72,2637.5,3486.69,4241.72,0.178,43,3.78,4917,43,0.02891538015792747,0.06759822074149982,-0.14545781965789764,Normal,0.593
SP-00643,Stole,Basketry,Silk,Telangana,Karimnagar,3.52,2.95,1,5,3,1906.76,1246.24,78.41,131.83,3363.24,6100.55,7559.54,0.193,77,4.37,1819,71,0.1057740119840123,0.04899884691088328,0.1583879330795061,Normal,0.691
SP-00644,Saree,Block Print,Leather,Karnataka,Channapatna,2.44,1.2,1,2,5,808.25,1416.37,194.11,381.61,2800.34,4181.03,4839.16,0.136,43,4.08,2728,35,-0.01178972723072139,0.00746660649314565,0.12681719573053551,Normal,0.447
SP-00645,Wall Art,Block Print,Leather,Assam,Barpeta,2.09,1.48,0,2,4,1070.53,489.31,243.8,357.2,2160.84,4000.75,4641.24,0.138,101,3.74,2987,126,0.005653078239823077,0.26347332372859944,-0.011805299779319309,Normal,0.591
SP-00646,Wall Art,Jewellery,Cotton,Assam,Sivasagar,3.5,0.61,1,4,3,1475.71,393.4,194.19,207.78,2271.08,3903.8,4581.92,0.148,28,4.01,784,28,0.0012741513515263092,0.08161515572741965,0.07443658870209466,Normal,0.333
SP-00647,Wall Art,Pottery,Jute,Gujarat,Vadodara,2.63,2.96,1,5,2,1643.4,1382.02,160.33,220.17,3405.92,5056.15,7719.31,0.345,48,4.17,4178,34,0.05525901629850416,0.03130780629728565,0.10898443600226612,Normal,0.801
SP-00648,Pottery,Jewellery,Brass,Odisha,Cuttack,2.83,0.79,0,3,4,309.05,1287.28,59.15,76.94,1732.42,2989.57,3120.64,0.042,54,4.08,3263,0,-0.03642967723546424,0.21212438374995432,0.18020926152791528,Normal,0.883
SP-00649,Wall Art,Jewellery,Leather,Assam,Barpeta,1.08,3.46,0,4,3,1424.0,442.23,289.6,361.48,2517.31,4709.64,4962.74,0.051,57,4.15,3017,42,0.08418894490327347,0.1801865627633225,-0.07496816004272172,Normal,0.459
SP-00650,Stole,Jewellery,Cotton,Uttar Pradesh,Varanasi,2.91,1.98,1,3,5,1734.83,1353.24,124.5,50.92,3263.49,5860.58,7262.18,0.193,113,5.0,1134,2,-0.01661781405073089,0.004822263395208283,0.06908477117248682,Festival,0.701
SP-00651,Basket,Handloom,Clay,Odisha,Koraput,4.84,3.48,1,4,3,1252.16,727.92,161.25,341.5,2482.83,4382.8,5293.24,0.172,53,4.07,2625,58,0.023749481595641393,0.2883423900081216,0.01159673495566571,Normal,0.41
SP-00652,Jewellery,Block Print,Cotton,Uttar Pradesh,Moradabad,5.19,1.4,1,1,4,1140.44,843.93,128.14,348.07,2460.58,4187.36,4264.11,0.018,22,4.7,2526,15,0.08700912834456072,-0.02746068069868953,0.07152155740209924,Normal,0.346
SP-00653,Stole,Metal Craft,Wood,Uttar Pradesh,Bhadohi,3.73,2.24,1,5,3,1920.68,948.89,282.16,129.4,3281.13,6231.29,7089.07,0.121,66,3.98,904,17,0.014262562915488552,0.12162596145871915,-0.1508451830646315,Festival,0.798
SP-00654,Home Decor,Handloom,Silk,Tamil Nadu,Salem,2.29,2.91,1,2,5,1283.64,582.84,139.04,60.49,2066.01,4325.61,5023.94,0.139,3,4.44,1423,136,0.044532979770699574,0.0575285208643925,-0.1886451478566642,Wedding,0.668
SP-00655,Pottery,Wood Craft,Clay,Uttar Pradesh,Bhadohi,5.82,0.22,1,3,4,377.4,1655.44,107.03,301.63,2441.5,2527.13,3594.78,0.297,27,4.28,2686,19,-0.032609610066317365,-0.17280524692980417,-0.17788204125259366,Summer,0.428
SP-00656,Accessory,Handloom,Wood,Maharashtra,Pune,1.91,3.36,1,2,1,398.25,398.12,190.93,157.95,1145.25,1401.7,1497.54,0.064,111,3.78,3325,56,0.0974355248330492,-0.057857354086495484,0.07829173241605855,Normal,0.406
SP-00657,Pottery,Leather Craft,Bamboo,Assam,Barpeta,0.56,1.49,0,5,1,633.75,1013.37,141.45,218.12,2006.69,3178.85,3843.83,0.173,3,4.16,885,124,0.010727275746384761,0.008243656527386109,-0.0006316603225937634,Wedding,0.416
SP-00658,Jewellery,Jewellery,Leather,Rajasthan,Jaipur,4.17,1.86,1,3,5,479.77,1467.75,187.26,191.85,2326.63,3443.93,4501.87,0.235,81,3.89,1593,112,-0.02145718180830834,-0.025684322213759707,-0.4144836100909142,Normal,0.702
SP-00659,Home Decor,Basketry,Silk,Telangana,Hyderabad,1.92,0.49,1,4,2,411.09,1742.95,110.6,418.29,2682.93,5556.2,6475.76,0.142,39,2.74,4676,105,-0.057677863088991185,0.045790190982693886,0.027047781723340547,Wedding,0.66
SP-00660,Pottery,Pottery,Clay,Maharashtra,Pune,0.78,3.15,1,4,4,737.62,686.27,83.56,254.23,1761.68,2546.63,3706.89,0.313,22,3.76,1107,92,0.05462320601383326,-0.026758670084617638,-0.004904507623501669,Normal,0.312
SP-00661,Wall Art,Metal Craft,Wood,Assam,Dibrugarh,2.36,2.02,1,5,1,596.56,1689.51,292.74,311.21,2890.02,5323.86,5345.24,0.004,3,4.13,3999,65,-0.025437166134311132,-0.06842539175870932,0.10202492081416413,Festival,0.865
SP-00662,Pottery,Jewellery,Wood,West Bengal,Murshidabad,4.43,3.14,0,4,1,498.28,1078.52,284.73,119.94,1981.47,2773.31,2953.47,0.061,107,4.5,3840,48,0.009861321461766766,0.0946277236563976,0.19678605155389828,Normal,0.705
SP-00663,Jewellery,Pottery,Silver-plated,Telangana,Warangal,1.68,0.18,1,1,4,955.83,1209.19,275.18,151.98,2592.18,3229.6,3891.08,0.17,118,4.05,4928,16,0.024127701931015908,0.046655699043622,-0.06122906229741454,Normal,0.447
SP-00664,Stole,Handloom,Silver-plated,Telangana,Karimnagar,1.19,0.43,1,1,5,1328.2,503.79,253.62,363.26,2448.87,3963.17,5512.06,0.281,9,3.74,1697,31,-0.06623712464666119,-0.04179500752718084,0.02904799926336684,Wedding,0.939
SP-00665,Home Decor,Pottery,Clay,Rajasthan,Jaipur,1.52,0.18,1,1,3,451.24,736.86,138.93,170.54,1497.57,2391.79,3559.21,0.328,116,4.01,4108,30,0.03127909033531824,0.062121340239251144,0.03482870572256239,Normal,0.435
SP-00666,Home Decor,Block Print,Silver-plated,Telangana,Nalgonda,2.06,1.63,1,5,4,963.14,1537.97,96.99,388.84,2986.94,5156.64,5278.03,0.023,5,4.26,150,20,-0.032463029226439316,0.010709361428452031,0.293999325745085,Wedding,0.95
SP-00667,Accessory,Handloom,Brass,Uttar Pradesh,Lucknow,1.85,1.69,1,2,1,875.24,289.28,77.05,292.69,1534.26,2312.54,2519.11,0.082,82,3.84,480,132,0.07227424627561863,0.07640502374977759,0.2874612696244736,Wedding,0.63
SP-00668,Bag,Leather Craft,Wool,Telangana,Warangal,2.81,2.79,0,3,1,696.3,798.18,292.8,243.31,2030.59,2194.45,3090.77,0.29,64,3.72,3323,49,0.08987100760812844,-0.11440747659791742,0.15862280940143403,Normal,0.674
SP-00669,Basket,Embroidery,Jute,Assam,Kamrup,5.17,0.46,1,1,1,529.07,647.81,286.03,100.62,1563.53,3025.18,3256.38,0.071,100,4.31,2369,20,0.05076272601664778,0.10964999242954618,0.0837378270661186,Normal,0.521
SP-00670,Saree,Leather Craft,Wood,Maharashtra,Kolhapur,0.83,1.8,1,3,4,248.97,1404.29,86.35,345.02,2084.63,2651.65,3141.77,0.156,34,4.4,264,68,0.10602526073028055,0.0215526214927284,0.32291947341124927,Normal,0.558
SP-00671,Stole,Wood Craft,Silver-plated,West Bengal,Bankura,2.6,0.65,1,5,5,1807.94,1118.72,123.71,109.53,3159.9,5112.12,6528.89,0.217,20,3.65,1495,39,0.09863679748971196,0.14099555568163613,0.11639687975895946,Monsoon,0.432
